"Id","Title","Release_date","imdb_rating"
"9059","Tales from the Crypt: Demon Knight","1995-01-13",""
"1991","Death Proof","2007-05-22",""
"629017","Run Hide Fight","2021-06-17",""
"504172","The Mule","2018-12-14",""
"393764","The African Doctor","2016-06-08",""
"76726","Chronicle","2012-02-01",""
"31592","The Old Dark House","1932-10-19",""
"13813","Defiance","2008-12-31",""
"2005","Sister Act","1992-05-28",""
"454227","Outlaw King","2018-09-06",""
"426338","Holy Camp!","2017-09-29",""
"9270","Brick","2006-03-31",""
"401847","Can You Ever Forgive Me?","2018-10-19",""
"11843","The Return of the Pink Panther","1975-05-21",""
"11092","Presumed Innocent","1990-07-26",""
"511817","Wendell & Wild","2022-10-21",""
"449992","The Night Comes for Us","2018-10-05",""
"370663","Below Her Mouth","2017-02-10",""
"15167","Barbie in the Nutcracker","2001-09-30",""
"11774","Lemony Snicket's A Series of Unfortunate Events","2004-12-16",""
"2140","Kiss of the Dragon","2001-07-06",""
"57214","Project X","2012-03-01",""
"37735","Easy A","2010-09-16",""
"14900","The Great Muppet Caper","1981-06-26",""
"11162","The Merchant of Venice","2004-12-03",""
"811592","One Shot","2021-11-05",""
"776797","The Sadness","2021-01-22",""
"629176","Samaritan","2022-08-25",""
"563710","Angela's Christmas","2017-12-02",""
"463319","Shadow","2018-09-30",""
"438747","Tangled: Before Ever After","2017-03-10",""
"39013","Winter's Bone","2010-06-11",""
"11381","Tommy Boy","1995-03-31",""
"6399","Who Finds a Friend Finds a Treasure","1981-12-09",""
"10627","Taps","1981-12-20",""
"534490","Avengement","2019-05-24",""
"82992","Fast & Furious 6","2013-05-21","7/10"
"8848","The Bank Job","2008-02-28",""
"760741","Beast","2022-08-11",""
"514921","The Aeronauts","2019-11-04",""
"366672","Paws of Fury: The Legend of Hank","2022-07-14",""
"332979","Bleed for This","2016-11-04",""
"303857","Dragon Ball Z: Resurrection 'F'","2015-04-18",""
"262551","Babysitting","2014-04-16",""
"225574","Non-Stop","2014-02-26",""
"77459","A Monster in Paris","2011-10-12",""
"10711","French Connection II","1975-05-18",""
"668482","Roald Dahl's Matilda the Musical","2022-11-25",""
"49049","Dredd","2012-09-07",""
"44896","Rango","2011-03-02",""
"25284","The Last Seduction","1994-05-26",""
"9433","The Edge","1997-09-06",""
"2163","Breakdown","1997-05-02",""
"475132","A Private War","2018-11-16",""
"283366","Miss Peregrine's Home for Peculiar Children","2016-09-27",""
"209451","Jersey Boys","2014-06-05",""
"300666","Bravetown","2015-05-08",""
"253412","Everest","2015-09-10",""
"22051","Adam","2009-07-07","4/10"
"9972","Lock Up","1989-08-04",""
"9567","Tears of the Sun","2003-03-07",""
"2023","Hidalgo","2004-02-04",""
"836009","Against the Ice","2022-02-10",""
"283704","Leopardi","2014-10-16",""
"193613","Metallica: Through the Never","2013-09-25",""
"24100","The Little Vampire","2000-10-27",""
"16962","Barbie Fairytopia: Magic of the Rainbow","2007-03-13",""
"54441","Angel of Evil","2010-09-06",""
"47292","Pok?mon: Giratina and the Sky Warrior","2008-07-19",""
"13682","Pooh's Heffalump Movie","2005-02-11",""
"138832","We're the Millers","2013-08-07",""
"87502","Flight","2012-11-02",""
"56415","A Gang Story","2011-11-10",""
"19403","The Mechanic","1972-10-06",""
"1903","Vanilla Sky","2001-12-10",""
"581392","Peninsula","2020-07-15",""
"318917","Look Who's Back","2015-10-08",""
"25941","Harry Brown","2009-11-11",""
"3509","A Scanner Darkly","2006-07-07",""
"513399","Super Crazy","2018-07-04",""
"390734","Kingsglaive: Final Fantasy XV","2016-07-09",""
"158011","The Call","2013-03-14",""
"24106","The Black Cat","1934-05-07",""
"13510","Eden Lake","2008-09-12",""
"10019","Mannequin","1987-02-13",""
"4523","Enchanted","2007-11-20",""
"919","Blood: The Last Vampire","2000-11-18",""
"668640","Official Competition","2021-09-04",""
"600583","The Power of the Dog","2021-10-25",""
"597156","The Boys in the Band","2020-09-30",""
"86838","Seven Psychopaths","2012-10-12",""
"72190","World War Z","2013-06-20",""
"44629","Animal Kingdom","2010-06-03",""
"38537","Nati stanchi","2002-03-01",""
"33908","Three? Extremes","2004-08-20",""
"10935","Heaven's Gate","1980-11-19",""
"10115","Stick It","2006-04-21",""
"9871","Ginger Snaps","2000-08-01",""
"833339","Speak No Evil","2022-03-17",""
"131631","The Hunger Games: Mockingjay - Part 1","2014-11-19",""
"57243","The Women on the 6th Floor","2010-12-20",""
"49763","Bad Moon","1996-11-01",""
"10156","History of the World: Part I","1981-06-12",""
"6961","The Wedding Date","2005-02-04",""
"454","Romeo + Juliet","1996-11-01",""
"272693","The DUFF","2015-02-20",""
"98548","People Like Us","2012-06-29",""
"13342","Fast Times at Ridgemont High","1982-08-13",""
"8852","Prince of Darkness","1987-10-23",""
"670429","Witch Hunt","2021-10-01",""
"614292","Bad Tales","2020-06-15",""
"548537","I Am Jonas","2018-11-23",""
"150689","Cinderella","2015-03-12","7.7/10"
"84332","Safety Not Guaranteed","2012-06-08",""
"11013","Secretary","2002-09-20",""
"4031","Going Places","1974-03-20",""
"3079","The Curse of Frankenstein","1957-05-20",""
"277","Underworld","2003-09-19","7/10"
"340485","American Honey","2016-09-30",""
"188166","Blue Ruin","2014-04-25",""
"29702","Tenebre","1982-10-28",""
"14337","Primer","2004-10-08",""
"9647","Scrooged","1988-11-22",""
"9282","11:14","2003-09-05",""
"567797","The Dry","2021-01-01",""
"464502","Acrimony","2018-03-30",""
"126963","Dragon Ball Z: Battle of Gods","2013-03-30",""
"55725","Win Win","2011-03-18",""
"49367","Two Sons of Francisco","2005-08-19",""
"33542","Rumble in the Bronx","1995-01-21",""
"5038","Vicky Cristina Barcelona","2008-08-15",""
"581387","Ashfall","2019-12-19",""
"512195","Red Notice","2021-11-04",""
"417670","Loro 1","2018-04-24",""
"26171","Everybody's Fine","2009-12-04",""
"19200","Shadows and Fog","1991-12-05",""
"11708","Chitty Chitty Bang Bang","1968-12-17",""
"466","Klute","1971-06-23",""
"1045944","The Boss Baby: Christmas Bonus","2022-12-06",""
"616803","Breaking Surface","2020-02-14",""
"253980","Marvel One-Shot: All Hail the King","2014-02-04",""
"27130","I Walked with a Zombie","1943-04-21",""
"8193","Napoleon Dynamite","2004-06-11",""
"107985","The World's End","2013-07-18",""
"778106","Along for the Ride","2022-05-06",""
"467012","Satan's Slaves","2017-09-28",""
"416194","The Quake","2018-08-31",""
"25475","Tinker Bell and the Lost Treasure","2009-09-03",""
"431","Cube","1997-09-09",""
"452970","Mazinger Z: Infinity","2017-10-27",""
"446894","Smallfoot","2018-09-20",""
"10258","The Madagascar Penguins in a Christmas Caper","2005-09-23",""
"18377","200 Pounds Beauty","2006-12-14",""
"11134","Police Story 3: Super Cop","1992-07-04",""
"796","Cruel Intentions","1999-03-05",""
"15144","Sixteen Candles","1984-05-04",""
"539892","Freaks","2019-09-13",""
"258152","Party Central","2014-02-20",""
"19548","The Restaurant","1966-09-09",""
"13648","Resident Evil: Degeneration","2008-02-13",""
"873126","My Name Is Vendetta","2022-11-30",""
"524216","The Mortuary Collection","2020-10-08",""
"337676","Mektoub, My Love: Canto Uno","2017-09-07",""
"592984","Hillbilly Elegy","2020-11-09",""
"116776","Dragon Ball: Mystical Adventure","1988-07-09",""
"16995","State of Play","2009-04-17",""
"11223","Coma","1978-01-06",""
"11086","The Majestic","2001-12-21",""
"1125","Dreamgirls","2006-12-25","6.5/10"
"530723","Bad Education","2019-09-08",""
"401246","The Square","2017-08-25",""
"297725","The Man Who Killed Don Quixote","2018-05-19",""
"256917","The Water Diviner","2014-12-25",""
"159824","Hotel Transylvania 2","2015-09-21",""
"14924","Sid and Nancy","1986-10-24",""
"10649","The Enforcer","1976-12-20",""
"10222","Kickboxer","1989-04-20",""
"8976","A Lot Like Love","2005-04-21",""
"400579","Tully","2018-05-04",""
"9737","Bad Boys","1995-04-07",""
"9387","Conan the Barbarian","1982-04-02",""
"2462","Hibernatus","1969-09-10",""
"760104","X","2022-03-17",""
"648579","The Unbearable Weight of Massive Talent","2022-04-20",""
"286519","Boychoir","2014-09-04",""
"44351","Rabbits","2002-06-09",""
"28089","The Messenger","2009-11-13",""
"11003","The Wedding Singer","1998-02-13",""
"10212","Ravenous","1999-01-01",""
"548066","Level 16","2018-02-20",""
"443463","Leave No Trace","2018-06-29",""
"44249","The Legend Is Born: Ip Man","2010-06-24",""
"4985","The Longest Yard","1974-08-21",""
"1978","Stage Fright","1950-02-23",""
"15723","The Big Kahuna","1999-11-17",""
"11144","They Called Him Bulldozer","1978-09-15",""
"9655","She's the Man","2006-03-17",""
"2142","Cop Land","1997-08-15",""
"444090","The Ash Lad: In the Hall of the Mountain King","2017-09-29",""
"369885","Allied","2016-11-17",""
"19997","Niagara","1953-01-26",""
"569547","Black Mirror: Bandersnatch","2018-12-28",""
"186161","The Gilded Cage","2013-04-19",""
"18095","Dragon Ball GT: A Hero's Legacy","1997-03-26",""
"17894","The Beautician and the Beast","1997-02-07",""
"14522","Black Beauty","1994-07-29","System.Object[]"
"12160","Wyatt Earp","1994-06-24",""
"10364","Catch-22","1970-06-24",""
"239566","Get on Up","2014-08-01",""
"174733","Metro","2013-02-21",""
"20504","The Book of Eli","2010-01-11",""
"11935","Capricorn One","1977-12-10",""
"776328","Marilyn's Eyes","2021-10-14",""
"578189","Black and Blue","2019-10-25",""
"427348","Carbone","2017-11-01",""
"228161","Home","2015-03-18",""
"198184","Chappie","2015-03-04",""
"188927","Star Trek Beyond","2016-07-07",""
"41216","Legend of the Guardians: The Owls of Ga'Hoole","2010-07-10",""
"11522","Pretty in Pink","1986-02-28",""
"10785","The Thing from Another World","1951-04-05",""
"369192","Battle of the Sexes","2017-09-22",""
"348765","Alaska","2015-11-05",""
"30596","Bodyguards and Assassins","2009-12-18",""
"554241","Playing with Fire","2019-11-08",""
"369770","The Sense of Wonder","2015-12-16",""
"157841","The Young and Prodigious T.S. Spivet","2013-10-16",""
"79443","The Smurfs: A Christmas Carol","2011-12-02",""
"10060","Get Rich or Die Tryin'","2005-11-09",""
"2255","Chasing Amy","1997-04-04",""
"460059","Burn Out","2018-01-03",""
"12178","Miss Pettigrew Lives for a Day","2008-03-07",""
"1494","Curse of the Golden Flower","2006-12-14",""
"603519","Beats","2019-06-19",""
"504603","The World Is Yours","2018-08-15",""
"468202","The Girl in the Fog","2017-10-26",""
"352161","The Clan","2015-08-13",""
"27554","The Panic in Needle Park","1971-06-01",""
"11592","Serial Mom","1994-04-13",""
"11129","Human Traffic","1999-06-04",""
"9319","The Last Boy Scout","1991-03-19",""
"2266","Paris Je T'aime","2006-06-21",""
"1870","Fantomas Unleashed","1965-12-08",""
"817648","Home Team","2022-01-28",""
"419635","Kodachrome","2017-09-08",""
"339405","Christine","2016-10-14",""
"37137","The Naked Gun 2?: The Smell of Fear","1991-06-28",""
"29161","Phenomena","1985-01-25",""
"17365","The Parallax View","1974-06-14",""
"11240","My Beautiful Laundrette","1985-11-16",""
"9481","The Bone Collector","1999-11-04",""
"375846","Bad Sister","2015-08-24",""
"256924","Danny Collins","2015-03-19",""
"252178","'71","2014-10-10",""
"11313","Hearts in Atlantis","2001-09-07",""
"8489","Ali","2001-12-10",""
"2616","Uncle Buck","1989-08-16",""
"338762","Bloodshot","2020-03-05",""
"42691","Oedipus Rex","1967-09-07",""
"17908","My Dog Skip","2000-01-12",""
"14097","9th Company","2005-09-19",""
"9062","Love Story","1970-12-16",""
"2293","Mallrats","1995-10-20",""
"261102","The Club of the Misunderstood","2014-12-25",""
"249397","Nymphomaniac: Vol. II","2013-12-25",""
"154400","The Drop","2014-09-12",""
"145247","The 100 Year-Old Man Who Climbed Out the Window and Disappeared","2013-12-25",""
"105077","Battlestar Galactica: The Plan","2009-10-27",""
"11163","Fellini Satyricon","1969-09-18",""
"6973","In the Valley of Elah","2007-08-31",""
"278427","Family Guy Presents: It's a Trap!","2010-12-21",""
"21474","Bring It On: Fight to the Finish","2009-07-31",""
"20115","Opera","1987-12-19",""
"10195","Thor","2011-04-21",""
"4566","Michael Clayton","2007-10-12",""
"51052","Arthur Christmas","2011-11-10",""
"41402","Let Me In","2010-10-01",""
"12573","A Serious Man","2009-09-30",""
"1947","An Unfinished Life","2005-09-09",""
"691","The Spy Who Loved Me","1977-07-07",""
"882598","Smile","2022-09-23",""
"38285","Il ragazzo di campagna","1984-12-20",""
"11507","Body Double","1984-10-25",""
"11319","The Rescuers","1977-06-22",""
"9740","Hannibal","2001-02-08",""
"535292","21 Bridges","2019-10-24",""
"91745","Romeo & Juliet","2013-09-12",""
"16366","Joseph: King of Dreams","2000-11-07",""
"638597","Yes Day","2021-03-12",""
"621870","Secret Society of Second Born Royals","2020-09-25",""
"467632","Bad Samaritan","2018-04-19",""
"338953","Fantastic Beasts: The Secrets of Dumbledore","2022-04-06",""
"283235","99 Homes","2015-09-25",""
"760161","Orphan: First Kill","2022-07-27",""
"351145","Retribution","2015-09-21",""
"303991","Demolition","2015-04-08",""
"9374","Death Becomes Her","1992-07-30",""
"449443","Den of Thieves","2018-01-18",""
"10897","The Little Rascals","1994-08-05",""
"1858","Transformers","2007-06-27",""
"763329","Red Rocket","2021-12-10",""
"321697","Steve Jobs","2015-10-09",""
"21481","Twitches","2005-10-14",""
"12205","Dark Water","2002-01-19",""
"9953","A Love Song for Bobby Long","2004-09-02",""
"5854","Family Plot","1976-04-09",""
"614560","Mank","2020-11-13",""
"538225","Deadwood: The Movie","2019-06-01",""
"448776","A Prayer Before Dawn","2018-05-24",""
"377799","One Man and his Cow","2016-02-17",""
"258322","Fasten Your Seatbelts","2014-03-06",""
"244506","Camp X-Ray","2014-10-17",""
"16411","Initial D","2005-05-12",""
"12706","Croupier","1998-06-25",""
"9654","The Italian Job","2003-05-30",""
"795","City of Angels","1998-04-10",""
"712","Four Weddings and a Funeral","1994-03-09",""
"791155","Secret Headquarters","2022-08-12",""
"360605","Invisible Sister","2015-12-10",""
"231176","Sun in Buckets","2013-10-31",""
"198185","Million Dollar Arm","2014-05-09",""
"37686","Super 8","2011-06-08",""
"11633","Appleseed","2004-04-17",""
"10586","The Ghost and the Darkness","1996-10-11",""
"9272","The Good Son","1993-09-24",""
"814338","Lady Chatterley's Lover","2022-09-02",""
"9469","He Got Game","1998-05-01",""
"1439","Anna and the King","1999-12-16",""
"649394","Worth","2021-07-21",""
"15171","Charlotte's Web","1973-03-01","6.9/10"
"10758","Waitress","2007-05-25",""
"74465","We Bought a Zoo","2011-12-08","7.1/10"
"48175","7 and 8","2007-03-16",""
"36647","Blade","1998-08-21",""
"12626","Broadcast News","1987-12-16",""
"11448","Mighty Aphrodite","1995-09-13",""
"10226","High Tension","2003-06-18",""
"10045","District B13","2004-11-09",""
"9411","Fallen","1998-01-16",""
"477510","Dog Days","2018-08-10",""
"381262","In Her Name","2016-03-16",""
"332794","The Odyssey","2016-10-12",""
"37777","Soap and Water","1983-10-27",""
"31135","Mickey and the Beanstalk","1947-09-27",""
"14609","Ultimate Avengers: The Movie","2006-02-21",""
"10846","The Tiger and the Snow","2005-10-14",""
"8456","Never Back Down","2008-03-04",""
"8292","Four Brothers","2005-08-11",""
"5994","The Family Man","2000-12-12",""
"13640","Superman: Doomsday","2007-09-18",""
"1696","The Devil's Rejects","2005-07-22",""
"1365","Monster's Ball","2001-06-07",""
"634","Bridget Jones's Diary","2001-04-13",""
"491283","Judy","2019-09-27",""
"419709","Last Flag Flying","2017-11-03",""
"46169","Twitches Too","2007-10-12",""
"11318","The Madness of King George","1994-12-28",""
"10552","Cat's Eye","1985-04-12",""
"9789","My Brother Is an Only Child","2007-03-28",""
"672741","Till Death","2021-07-02",""
"350499","Pok?mon the Movie: Hoopa and the Clash of Ages","2015-07-18",""
"11253","Hellboy II: The Golden Army","2008-07-11",""
"1680","King Kong vs. Godzilla","1962-08-11",""
"1001865","Scrooge: A Christmas Carol","2022-11-18",""
"65760","The Whistleblower","2010-09-13",""
"51209","Kill the Irishman","2011-03-10",""
"4547","Panic Room","2002-03-29",""
"2362","Westworld","1973-08-15",""
"22796","Simon Birch","1998-09-11",""
"14635","The Rookie","2002-03-25",""
"4587","Mermaids","1990-12-14",""
"496","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","2006-11-01",""
"763152","More the Merrier","2021-07-30",""
"254578","Phoenix","2014-09-25",""
"105864","The Good Dinosaur","2015-11-14",""
"10837","DuckTales: The Movie - Treasure of the Lost Lamp","1990-08-03",""
"9326","Romancing the Stone","1984-03-30",""
"8348","Thunderbolt and Lightfoot","1974-05-23",""
"736526","Troll","2022-12-01",""
"478159","Patrick","2018-06-29","5.9/10"
"325189","Teen Beach 2","2015-06-26",""
"276843","What We Did on Our Holiday","2014-09-26",""
